state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,NAICS  Code,Local Area,Total  Employees,Effective  Date,NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,zip,lwib_area,address,contact_person,collective_bargaining_unit,type_detail
Virginia,MDV,"Norfolk, VA",06/28/2012,08/28/2012,18,Layoff,,,,,,,,,,,,,,,,"A Nash Finch Company, Norfolk, VA 23502",John Beacham,,
Virginia,Southeast Service Corporation d/b/a SSC Service Solution,"McLean, VA",06/22/2012,08/26/2012,90,Layoff,,,,,,,,,,,,,,,,"1845 Midpark Road, Suite 201, Knoxville, TN 37921",Sherry Bailey,,
Virginia,Xanodyne Pharmaceuticals Inc.,"Powhatan, VA",06/21/2012,08/20/2012,1,Layoff,,,,,,,,,,,,,,,,"One Riverfront Place, Newport, KY 41071",Rebecca Barnowski,,
Virginia,"Dilliard""s Inc","Colonial Heights, VA",06/11/2012,08/12/2012,59,Closure,,,,,,,,,,,,,,,,"1600 Cantrell Road, Little Rock, AR 72203",Nanette Savage,,
Virginia,IAP Worldwide Services,"Ft. Belvoir, VA",06/04/2012,06/29/2012,185,,,,,,,,,,,,,,,,,"7315 North Atlantic Avenue, Cape Canaveral, FL 32920",Mark Gow,,
Virginia,ATK Energetic Systems,"Radford, VA",06/01/2012,06/25/2012,614,Layoff,,,,,,,,,,,,,,,,"Radford Army Ammunition Plant, Radford, VA 24143",Ann Humphrey,,
Virginia,Golden West Foods,"Bedford, VA",05/30/2012,06/01/2012,119,Closure,,,,,,,,,,,,,,,,"940 Orange Street, Bedford, VA 24523",Threasa Ferguson,,
Virginia,"RG Steel, LLC","Emporia, VA",05/23/2012,06/04/2012,10,Layoff,,,,,,,,,,,,,,,,"1134 Market Street, Wheeling, WV 26003",Rebecca Bloom,,
Virginia,Sennett Security Products,"Fredericksburg, VA",05/22/2012,07/23/2012,50,Closure,,,,,,,,,,,,,,,,"4212-A Technology Court, Chantilly, VA 20151",Gregg Danzer,,
Virginia,Daily Press,"Newport News, VA",05/10/2012,07/18/2012,80,Closure,,,,,,,,,,,,,,,,"7505 Warwick Boulevard, Newport News, VA 23607",Keith Potts,,
Virginia,Hostess Brands,"Statewide, VA",05/04/2012,07/04/2012,221,Closure,,,,,,,,,,,,,,,,"6031 Connection Drive, Irving, TX 75039",Christopher Knipp,,
Virginia,Northrop Grumman,"Fort Eustis & Fort Story, VA",05/01/2012,06/29/2012,130,Layoff,,,,,,,,,,,,,,,,"Technical Services, Herndon, VA 20171",Ronnie Ellis,,
Virginia,CSC,"Hampton, VA",05/01/2012,05/31/2012,7,Layoff,,,,,,,,,,,,,,,,"North American Public Sector Applied Technology Di, Fort Worth, TX 76116",Heidi Ruby,,
Virginia,"CRAssociates, Inc.","Fairfax & Woodbridge, VA",04/27/2012,06/30/2012,431,Layoff,,,,,,,,,,,,,,,,"8580 Cinderbed Road, Suite 2400, Newington, VA 22122",Kathleen Arlinsky,,
Virginia,"Delphinus Engineering, Inc.","Norfolk, VA",04/26/2012,04/28/2012,46,Layoff,,,,,,,,,,,,,,,,"Baldwin Tower, Eddystone, PA 19022",Laura Cress,,
Virginia,Serco Inc.,"Fairfax, VA",04/25/2012,06/18/2012,58,,,,,,,,,,,,,,,,,"1818 Library Street, Fairfax, VA 20190",Tom Bice,,
Virginia,Best Buy,"Alexandria, VA",04/14/2012,05/12/2012,64,Closure,,,,,,,,,,,,,,,,"Corporate Campus, South Richfield, MN 32256",Chuck Stassburger,,
Virginia,TRG Customer Solutions,"Hampton, VA",04/04/2012,04/30/2012,371,Layoff,,,,,,,,,,,,,,,,"8375 Dix Ellis Trail, Jacksonville, FL 32256",Catherine Doherty,,
Virginia,General Dynamics,"Woodbridge, VA",04/02/2012,05/31/2012,3,,,,,,,,,,,,,,,,,"Land Systems, Sterling Heights, MI 48310",Linda Damer,,
Virginia,Lockheed Martin,"Norfolk & Suffolk, VA",03/22/2012,04/06/2012,92,Layoff,,,,,,,,,,,,,,,,"Information Systems & Global Solutions, Chesapeake, VA 23320",Dennis McDevitt,,
Virginia,"Luke & Associates, Inc.","Langley AFB, VA",03/19/2012,05/13/2012,182,Layoff,,,,,,,,,,,,,,,,"775 E. Marritt Causeway, Merritt Island, FL 32952",Lyle King,,
Virginia,ARAMARK Higher Education,"Hampden-Sydney, VA",03/19/2012,06/01/2012,82,Closure,,,,,,,,,,,,,,,,"RiverCenter 1 Suite 1810, Covington, KY 41011",Cora Lee,,
Virginia,"Video Gaming Technologies, Inc.","Ruckersville, VA",03/15/2012,10/01/2012,218,Closure,,,,,,,,,,,,,,,,"155 Franklin Road, Brentwood, TN 37027",Kathy DeKam,,
Virginia,Northrop Grumman Corporation,"Chantilly, VA",03/02/2012,05/04/2012,1,Layoff,,,,,,,,,,,,,,,,"Information Systems, Chantilly, VA 20151",Valerie Hunter,,
Virginia,LightSquard,"Reston, VA",02/27/2012,02/24/2012,123,Permanent Reduction,,,,,,,,,,,,,,,,"10802 Parkridge Boulevard, Reston, VA 20191",Jenny Crandall,,
Virginia,Lockheed Martin,"Hampton, VA",02/27/2012,04/30/2012,65,Layoff,,,,,,,,,,,,,,,,"Information Systems & Global Solutions, Hampton, VA 23681",Tekeema Williams,,
Virginia,SIMOS,"Williamsburg, VA",02/24/2012,04/24/2012,135,Layoff,,,,,,,,,,,,,,,,"695 Mansell Road, Suite 200, Roswell, GA 30076",Mary Calzon-Bazain,,
Virginia,ATK Mission Systems Group Space Division NASA Langley Facility,"Hampton, VA",02/23/2012,04/23/2012,124,Layoff,,,,,,,,,,,,,,,,"1221B Langley Blvd., Hampton, VA 23681",Robert Stephens,,
Virginia,Duro Duro Bag Manufacturing Compnay,"Richmond, VA",02/21/2012,02/24/2012,154,Closure,,,,,,,,,,,,,,,,"7600 Empire Drive, Florence, KY 41042",Tim Young,,
Virginia,INOVA HEALTH SYSTEM,"Falls Church, VA",02/16/2012,05/02/2012,210,Layoff,,,,,,,,,,,,,,,,"8110 Gatehouse Road, Falls Church, VA 22042",Angela Mannino,,
Virginia,"Sears Holdings Sears, Roebuck, & Co. Associate Service Center","Norfolk, VA",02/15/2012,04/22/2012,84,Closure,,,,,,,,,,,,,,,,"P.O. Box 2945, Omaha, NE 68103",Steve Schumacher,,
Virginia,General Dynamics Land Systems,"Woodbridge, VA",02/13/2012,04/12/2012,44,,,,,,,,,,,,,,,,,"38500 Mound Road, heights, MI 48310",Linda Damer,,
Virginia,"HanoverDirect, Inc","Roanoke, VA",02/09/2012,04/27/2012,189,Layoff,,,,,,,,,,,,,,,,"455 Park Plaza Drive, Crosse, WI 54601",Michelle Wilcox,,
Virginia,"CCC Transporation, LLC","West Point, VA",02/03/2012,04/15/2012,74,Closure,,,,,,,,,,,,,,,,"509 Hwy 92 East, Transporation, FL 33823",Frank Power,,
Virginia,Virginia Port Authority,"Norfolk, VA",02/01/2012,02/29/2012,39,Layoff,,,,,,,,,,,,,,,,"600 World Trade Center, Norfolk, VA 23510",Elaine Smith,,
Virginia,"QinetiQ North America, Inc","Springfield, VA",01/30/2012,02/29/2012,180,Layoff,,,,,,,,,,,,,,,,"7450-B Boston Blvd, Springfield, VA 22153",Shawn Jenkins,,
Virginia,Bluefield Beverage Company,"Bluefield, VA",01/27/2012,04/27/2012,107,Closure,,,,,,,,,,,,,,,,"219 Industrial Park Road, Bluefield, VA 24605",Pat McNall,,
Virginia,The Mason Inn - ARAMARK,"Fairfax, VA",01/24/2012,03/31/2012,135,Layoff,,,,,,,,,,,,,,,,"4352 Mason Pond Drive, Fairfax, VA 22030",Steven Christian,,
Virginia,Kroger Food Stores,"Martinsville, VA",01/23/2012,03/23/2012,62,Closure,,,,,,,,,,,,,,,,"P.O. Box 14002, Roanoke, VA 24038",George Anderson,,
Virginia,Potomac Supply Corporation,"Kinsale, VA",01/18/2012,01/10/2012,98,Closure,,,,,,,,,,,,,,,,"1398 Kinsale Road, Kinsale, VA 22488","Richard Gouldin,",,
Virginia,"Miller Truck Lines, LLC","Altavista, VA",01/15/2012,03/31/2012,3,Closure,,,,,,,,,,,,,,,,"105 N. 8th Avenue, Lines, OK 74079",W.C. Harper,,
Virginia,Warsaw Healthcare Center,"Warsaw, VA",01/09/2012,03/09/2012,48,Closure,,,,,,,,,,,,,,,,"5373 Richmond Road, Warsaw, VA 22572",Patsy Hobson,,
Virginia,Muller Martini Manufacturing Corp.,"Newport News, VA",12/28/2011,02/28/2012,31,Closure,,,,,,,,,,,,,,,,"P.O. Box 6630, News, VA 23606",Anna E.,,
Virginia,Potomac Supply Corporation,"Kinsdale, VA",12/14/2011,01/13/2012,57,Closure,,,,,,,,,,,,,,,,"1398 Kinsdale Road, , VI 22488",Richard Gouldin,,
Virginia,"Pitney Bowes, Inc","Chesapeake, VA",12/09/2011,02/22/2012,64,Closure,,,,,,,,,,,,,,,,"1 Elmcroft Road, Stamford, CT 0",Monica Watkins,,
Virginia,Aramark,"Norfolk, VA",12/09/2011,12/31/2011,67,Closure,,,,,,,,,,,,,,,,"1101 Market Street 20th Floor, Philadelphia, PA 19107",Erica Lee,,
Virginia,Windstream Communications,"Richmond, VA",12/01/2011,02/03/2012,70,Layoff,,,,,,,,,,,,,,,,"4001 Rodney Parham Road, Rock, AR 72212",Georgia Robinette,,
Virginia,BASF Corporation,"Suffolk, VA",11/29/2011,01/29/2012,45,Layoff,,,,,,,,,,,,,,,,"2301 Wilroy Road, Suffolk, VA 23434",Beverly Nedab,,
Virginia,Marion Youth Center,"Marion, VA",11/08/2011,01/08/2012,108,Closure,,,,,,,,,,,,,,,,"225 State Street, Marion, VA 24354",Rick Bridges,,
Virginia,"Filene's Basement/Syms Clothing Syms Corp and Filene's basement, LLCOne Syms WaySecaucus, New Jersey","Falls Church, VA",11/04/2011,01/09/2012,35,Closure,,,,,,,,,,,,,,,,"Syms Corp and Filene's Basement, LLC, Secaucus, NJ 7094",Ann Keefe,,
Virginia,Berry Plastics Corporation,"Henrico, VA",10/28/2011,01/01/2012,123,Closure,,,,,,,,,,,,,,,,"251 Circle Drive North, Piscataway, NJ 8867",Richard Carroll,,
Virginia,Muller Martini Manufacturing Corp.,"Newport News, VA",10/27/2011,12/30/2011,98,Closure,,,,,,,,,,,,,,,,"PO Box 6630, News, VA 23608",Anna Rhodes,,
Virginia,Rock-Tenn Company,"Martinsville, VA",10/25/2011,12/24/2011,110,Closure,,,,,,,,,,,,,,,,"450 East North Avenue, Stream, IL 60188",William Kinz,,
Virginia,"ARL Richmond Management, LLC (Richmond Ramada Plaza) One Post Office Square Suite","Richmond, VA",10/19/2011,10/21/2011,73,Closure,,,,,,,,,,,,,,,,"3100, Management, MA 2109",Jim Dina,,
Virginia,QuadGraphics N,"Richmond, VA",10/17/2011,12/16/2011,126,Closure,,,,,,,,,,,,,,,,"63W23075 State Hwy. 74, Sussex, WI 53089",Sheri Carlyle,,
Virginia,"Lowe's Home Centers, Inc.","Emporia, VA",10/17/2011,12/16/2011,95,Closure,,,,,,,,,,,,,,,,"1000 Lowes Blvd, Mooresville, NC 28117",Scott Purvis,,
Virginia,Genie,"Shenandoah, VA",10/13/2011,05/31/2012,92,Closure,,,,,,,,,,,,,,,,"P.O. Box 67, , OH 44660",Timothy Boyd,,
Virginia,"MV Transportation, Inc.","Norfolk, VA",10/03/2011,12/02/2011,62,,,,,,,,,,,,,,,,,"4620 Westamerica Drive, Fairfield, CA 94534",Cristina Pereira,,
Virginia,GRTC Transit System,"Richmond, VA",10/03/2011,11/30/2011,122,Layoff,,,,,,,,,,,,,,,,"301 East Belt Boulevard, Richmond, VA 23224",KImberly Ackerman,,
Virginia,Kroger Food Stores,"Richmond, VA",09/22/2011,12/02/2011,101,Closure,,,,,,,,,,,,,,,,"P.O. Box 14002, Roanoke, VA 24038",Jessica Miles,,
Virginia,Artemiss,"Newport News, VA",09/16/2011,12/30/2011,66,Closure,,,,,,,,,,,,,,,,"711 Third Avenue. 4th floor, York, NY 10017",Susan Koste,,
Virginia,"Landmark Services Parking, Inc.","Arlington, VA",09/01/2011,01/15/2012,12,Closure,,,,,,,,,,,,,,,,"1000 Ohio Drive, S.W., Washington, DC 20024",Carla Longshore,,
Virginia,INOVA Health System,"Manassas, VA",08/31/2011,11/01/2011,143,Layoff,,,,,,,,,,,,,,,,"8110 Gatehouse Road, Falls Church, VA 22042",Angela Mannino,,
Virginia,Global Contact Services (GCS),"Saltville, VA",08/29/2011,10/08/2011,80,Closure,,,,,,,,,,,,,,,,"118-B South Main Street, Salisbury, NC 28144",Bucky Cline,,
Virginia,Ceridian Colonial Place III,"Arlington, VA",08/15/2011,10/15/2011,58,Closure,,,,,,,,,,,,,,,,"2107 Wilson Blvd., 1st Floor, Arlington, VA 22201",Mary Konstantin,,
Virginia,DRS Technologies,"Chantilly, VA",07/18/2011,10/14/2011,16,Layoff,,,,,,,,,,,,,,,,"141 North Avenue, Bridgeport, CT 6606",Kathleen Ward,,
Virginia,"Current USA, Inc.","Virginia Beach, VA",07/18/2011,08/12/2011,8,Closure,,,,,,,,,,,,,,,,"1725 Roe Crest Drive, North Mankato, MN 56003",Sue Hesse,,
Virginia,"American Press One American Place Gordonsville, Virginia","Gordonsville, VA",06/30/2011,08/31/2011,123,Closure,,,,,,,,,,,,,,,,"22942, , VI 22942",Charles Pettygrove,,
Virginia,Wells Fargo & Co. (Home Equity Group),"Roanoke, VA",06/28/2011,08/27/2011,59,Closure,,,,,,,,,,,,,,,,"301 S Tryon Street, Charlotte, NC 28288",Stacey Eggers,,
Virginia,Gates Corporation,"Glade Spring, VA",06/22/2011,09/22/2011,146,Closure,,,,,,,,,,,,,,,,"1551 Wewatta Street, , CO 80202",Barbara Hicks,,
Virginia,General Dynamics Information Technology,"Fort Lee, VA",06/06/2011,09/15/2011,10,Layoff,,,,,,,,,,,,,,,,"3211 Jermantown Road, Fairfax, VA 22030",Ann Cox,,
Virginia,Hometown America,"Winchester, VA",05/31/2011,09/30/2011,8,Layoff,,,,,,,,,,,,,,,,"150 North Wacker Drive, Suite 2800, , IL 60606",Lisa Wright,,
Virginia,Muller Martini Manufacturing Corporation,"Newport News, VA",05/26/2011,07/31/2011,3,Layoff,,,,,,,,,,,,,,,,"11850 Jefferson Avenue, News, VA 23606",Anna Rhodes,,
Virginia,"RCN Telecom Services, LLC Presidents Plaza, Building One","Herndon, VA",05/25/2011,07/29/2011,33,,,,,,,,,,,,,,,,,"196 Van Buren Street, Suite 300, Services, VA 20170",Kenneth Conrad,,
Virginia,Flextronics Americas LLC,"Multiple Retail Locations in VA, VA",05/25/2011,08/31/2011,193,,,,,,,,,,,,,,,,,"6800 Solectron Drive, , No 0",Beverly Mulder,,
Virginia,"StarTek, Inc.","Collinsville, VA",05/23/2011,07/22/2011,628,Closure,,,,,,,,,,,,,,,,"44 Cook Street, Denver, CO 80206",Amy Lynch,,
Virginia,Georgia-Pacific,"Skippers, VA",05/23/2011,07/22/2011,105,Closure,,,,,,,,,,,,,,,,"234 Forest Road, Skippers, VA 23879",Jim Walston,,
Virginia,New Breed Corporations,"Front Royal, VA",05/10/2011,07/15/2011,79,Closure,,,,,,,,,,,,,,,,"P.O. Box 18367, Greensboro, NC 27419",Michele Deuterman,,
Virginia,"J. C. Penney Corporation, Inc. JCPenney Retail Store-Potomac Mills Mall","Woodbridge, VA",05/03/2011,07/02/2011,103,Closure,,,,,,,,,,,,,,,,"2700 Potomac Mills Circle, Woodbridge, VA 22192",Steven Allen,,
Virginia,General Dynamics Land Systems,"Woodbridge, VA",05/03/2011,05/03/2011,112,,,,,,,,,,,,,,,,,"38500 Mound Road, heights, MI 48310",Mary Tucker,,
Virginia,Yusen Logistics (Americas) Inc.,"Chesapeake, VA",05/02/2011,07/03/2011,96,Closure,,,,,,,,,,,,,,,,"300 Lighting Way, 6th Floor, Secaucus, NJ 70943",James Armstrong,,
Virginia,AREVA INC.,"Newport News, VA",04/29/2011,06/29/2011,1,Permanent Reduction,,,,,,,,,,,,,,,,"3315 Old Forest Road, Lynchburg, VA 24506",Kim Thomas,,
Virginia,SONOCO,"Sanston, VA",04/28/2011,06/30/2011,0,Realignment,,,,,,,,,,,,,,,,"3900 Technology Blvd, Sandston, VA 23150",Max Dillon,,
Virginia,"Canusa Hershman Recycling of Virginia, LLC","Manassas, VA",04/22/2011,06/19/2011,86,,,,,,,,,,,,,,,,,"1532 Thames Street, Virginia, MD 21231","Michael Walter,",,
Virginia,Aircraft Service International Group ASIG JFK International Airport Terminial,"DCA-Arlington, VA",04/21/2011,06/01/2011,86,,,,,,,,,,,,,,,,,"4 Room 276.180, Jamaica, NY 11430",Sheneeka Simmons,,
Virginia,Northrop Grumman Information Systems,"Suffolk, VA",04/12/2011,05/13/2011,32,Permanent Reduction,,,,,,,,,,,,,,,,"80 M Street, SE, Street, DC 20003",Frederick Jr.,,
Virginia,Capstone Corporation,"Suffolk, No",04/07/2011,08/31/2011,63,Layoff,,,,,,,,,,,,,,,,"635 Slaters Lane, Suite 100, , VI 22314",Dave Moretti,,
Virginia,Verizon Wireless,"Virginia Beach, VA",03/31/2011,06/01/2011,270,Closure,,,,,,,,,,,,,,,,"15 Federal Road, , 6 0",Laurie Severino,,
Virginia,ARAMARK Business & Industry Facilities Services,"Arlington Co., VA",03/29/2011,05/17/2011,47,Closure,,,,,,,,,,,,,,,,"1101 Market Street, Philadelphia, PA 19107",Erica Lee,,
Virginia,"Remuda Ranch One East Apache Street Wickenburg, AZ","Milford, VA",03/10/2011,05/16/2011,74,Closure,,,,,,,,,,,,,,,,"85390, Wickenburg, AZ 85390",Brian Beutin,,
Virginia,Areva NP Inc.,"Lynchburg, VA",03/01/2011,04/29/2011,11,Permanent Reduction,,,,,,,,,,,,,,,,"1724 Mount Athos Road, Lynchburg, VA 24506",Susan Cyrus,,
Virginia,Northrop Grumman Technical Services,"Suffolk, VA",02/28/2011,04/24/2011,293,Permanent Reduction,,,,,,,,,,,,,,,,"8030 Harbour View Blvd, Suffolk, VA 23434","James Stone,",,
Virginia,Benchmark Hospitality,"Virginia Beach, VA",02/28/2011,04/30/2011,85,Layoff,,,,,,,,,,,,,,,,"4 Waterway Square Suite 300, , Te 77380",Dennis Blyshak,,
Virginia,Lockheed Martin Information Systems & Global Solutions,"Alexandria, VA",02/25/2011,04/27/2011,45,Layoff,,,,,,,,,,,,,,,,"2275 Research Blvd, rockville, MD 20850",J. Jager,,
Virginia,"Current USA, Inc.","Virginia Beach, VA",01/26/2011,08/01/2001,70,Closure,,,,,,,,,,,,,,,,"1725 Roe Crest Drive, Mankato, MN 56003",Sue Hesse,,
Virginia,Smithfield Packaging Company,"Smithfield, VA",01/25/2011,03/26/2011,53,Closure,,,,,,,,,,,,,,,,"601 North Church Street, Smithfield, VA 23430",Adriene Crawley-Dent,,
Virginia,Kmart Sears Holding Support Center,"Tabb, VA",01/25/2011,03/26/2011,158,,,,,,,,,,,,,,,,,"3333 Beverly Road, Estates, IL 60179",Margie Lynch,,
Virginia,TriWest Healthcare Alliance Corp.,"Portsmouth, VA",01/24/2011,03/31/2011,80,Closure,,,,,,,,,,,,,,,,"16010 North 28th Avenue, Phoenix, AZ 85053",Lorraine Field,,
Virginia,StarTek,"Lynchburg, VA",01/24/2011,03/25/2011,69,Layoff,,,,,,,,,,,,,,,,"44 Cook Street, Denver, CO 24501",Amy Lynch,,
Virginia,"United Litho, Inc.","Ashburn, VA",01/20/2011,07/15/2011,80,Closure,,,,,,,,,,,,,,,,"21800 Beaumeade Circle, Ashburn, VA 20147",Kenneth Rapp,,
Virginia,"ZipReality, Inc.","Chesapeake, VA",01/12/2011,03/14/2011,2,Closure,,,,,,,,,,,,,,,,"2000 Powell Street, Suite 300, Emeryville, CA 94608",Nancy Treolo,,
Virginia,Northrop Grumman Technical Services Inc.,"Fort Eustis, VA",12/27/2010,02/28/2011,148,Permanent Reduction,,,,,,,,,,,,,,,,"P.O. Box U, , Gr 0",Josephine Garcia,,
Virginia,"QuadGraphics, Inc. N","Fredericksburg, VA",12/06/2010,01/28/2011,312,,,,,,,,,,,,,,,,,"63 W23075 State Hwy, 74, Sussex, WI 53089",Michelle Corthon,,
Virginia,"NCO NCO Financial Systems, Inc.","Hampton, VA",12/01/2010,12/04/2011,368,Permanent Reduction,,,,,,,,,,,,,,,,"150 CrossPoint Pkwy, Getzville, NY 14062",Yvoone May,,
Virginia,"Current USA, Inc.","Virginia Beach, VA",11/17/2010,11/17/2010,49,Closure,,,,,,,,,,,,,,,,"1725 roe Crest Drive, Mankato, MN 56003",Sue Hesse,,
Virginia,"Duke Energy Generation Services, INC","Narrows, VA",11/11/2010,03/15/2011,41,Layoff,,,,,,,,,,,,,,,,"P.O. Box 455, Services, VA 24124",Deanna Rutherford,,
Virginia,"Biovail Technologies, Ltd.","Chantilly, VA",11/05/2010,01/14/2011,54,Closure,,,,,,,,,,,,,,,,"3701 Concorde Parkway, Chantilly, VA 20151",Jale' Osgood,,
Virginia,Covance Inc.,"Vienna, VA",11/03/2010,01/03/2011,223,,,,,,,,,,,,,,,,,"210 Carnegie Center, , NE 0",Juilet McClellan,,
Virginia,"Richmond Cold Storage Company, LLC","Suffolk, VA",11/03/2010,12/25/2010,108,Layoff,,,,,,,,,,,,,,,,"4808 Radford Avenue, Company, VA 23230",Jeffrey Allende,,
Virginia,"Thomasville Furniture Industries, Inc.","Appomattox, VA",11/02/2010,03/25/2011,171,Closure,,,,,,,,,,,,,,,,"P.O. Box 848, Appomattox, VA 24522",William Gilleland,,
Virginia,Northrop Grumman Technical Services Inc.,"Langley-Eustis, VI",10/25/2010,12/31/2010,164,Permanent Reduction,,,,,,,,,,,,,,,,"P.O. Box U, , VI 23604",Josephine Garcia,,
Virginia,General DynamicsAdvance Information Systems National Business Park,"Fairfax, VA",10/21/2010,01/03/2011,9,Layoff,,,,,,,,,,,,,,,,"2721 Technology Drive, Suite 400, Annapolis, MD 20701",Charles Hessler,,
Virginia,AREVA NP INC,"Lynchburg, VA",10/15/2010,10/15/2010,7,Layoff,,,,,,,,,,,,,,,,"1724 Mount Athos Road, Lynchburg, VA 24506",Susan Cyrus,,
Virginia,Principal Financial Group,"Fairfax, VA",10/11/2010,12/10/2010,2,Layoff,,,,,,,,,,,,,,,,"711 High Street, Moines, IA 50392",Kristin Swanson,,
Virginia,"Travelers One Tower Square Hartford, CT","Richmond, VA",09/22/2010,09/22/2010,88,Layoff,,,,,,,,,,,,,,,,"6183, Hartford, CT 6183",Bill Jordan,,
Virginia,"Xanodyne Pharmaceutical, Inc.One RiverFront Place Newport, KY","Alexandria, VA",09/21/2010,11/21/2010,3,Layoff,,,,,,,,,,,,,,,,"41071, Newport, KY 41071",Rebecca Barnowski,,
Virginia,Lockheed Martin Information Systems & Global Solutions,"Herndon, VA",09/15/2010,10/15/2010,59,Layoff,,,,,,,,,,,,,,,,"2275 Research Blvd, Rockville, MD 20850",J. Jager,,
Virginia,Smurfit-Stone Container Corporation,"Rcihmond, VA",09/02/2010,10/31/2010,83,Closure,,,,,,,,,,,,,,,,"5640 Lewis Road, Richmond, VA 23150",Tom Sytsma,,
Virginia,Science Application International Corporation (SAIC),"Alexandria, VA",08/27/2010,10/31/2010,90,Layoff,,,,,,,,,,,,,,,,"1710 SAIC Drive, , VI 22102",Wendy Reid,,
Virginia,Raytheon Mission Operations & Services,"Hampton, VA",08/25/2010,10/27/2010,82,Layoff,,,,,,,,,,,,,,,,"299 N. Euclid Ave. Suite 500, Pasadena, CA 91101",Theresa Overing,,
Virginia,"Northrop Grumman Technical Services, Inc (NGTS)","Wallops Island, VA",08/11/2010,10/15/2010,169,,,,,,,,,,,,,,,,,"34200 Fulton Street, , VI 23337",Rob Maddox,,
Virginia,"Western Refining Yorktown, Inc.","Yorktown, VA",08/05/2010,08/05/2010,225,,,,,,,,,,,,,,,,,"2201 Goodwin Neck Road, Yorktown, VA 23692",Victor Rueda,,
Virginia,"Northrop Grumman Technical Services, Inc. (NGTS)","Fort Eustis, VA",07/29/2010,09/30/2010,173,Layoff,,,,,,,,,,,,,,,,"P.O. Box U, Eustis, VA 23604",Josephone Garcia,,
Washington,12345678910...,1,6,2,3,4,,,,,,,,,,,,,,,,,,,5
Washington,"Astellas US Holding, Inc.",Seattle,4/10/2026,7/1/2026,50,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Meta Platforms, Inc","Seattle, Bellevue, Redmond",3/31/2026,5/8/2026,168,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Oracle America, Inc.",Seattle and Remote,3/31/2026,6/1/2026,475,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,Starbucks,Seattle,3/27/2026,3/29/2026,69,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Epic Games, Inc.",Bellevue,3/24/2026,3/27/2026,82,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Blue Star Growers, Inc.",Cashmere,3/20/2026,5/19/2026,143,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Blue Bird, Inc.",Wenatchee,3/17/2026,5/16/2026,82,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"John I. Haas, Inc.",Yakima,3/13/2026,5/15/2026,12,Layoff,,,,,,,,,,,,,,,,,,,Temporary
Washington,"Rise Baking Company, LLC",Kent,3/12/2026,8/7/2026,120,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Atlassian US, Inc.",Bellevue,3/11/2026,3/13/2026,63,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Agrimacs, Inc.",Chelan,3/9/2026,5/8/2026,145,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,CHS Northwest,"Whatcom, County",3/5/2026,5/5/2026,57,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,C2 Technologies,Virtual,3/5/2026,3/6/2026,1,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,Refresco Beverages US Inc,Walla Walla,3/3/2026,5/2/2026,58,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,Northwest Hardwoods,Centralia,3/3/2026,3/5/2026,70,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,12345678910...,1,6,2,3,4,,,,,,,,,,,,,,,,,,,5
Washington,12345678910...,1,6,2,3,4,,,,,,,,,,,,,,,,,,,5
Washington,"MicroVision, Inc.",Redmond,3/2/2026,4/30/2026,49,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,Doosan GridTech,Bellevue,3/2/2026,5/1/2026,18,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"IPIC Theaters, LLC",Redmond,2/27/2026,4/28/2026,64,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,CHS Northwest,Various locations in Washington,2/19/2026,4/19/2026,38,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"Peshastin Pear Packers, LLC.",Peshastin,2/16/2026,4/23/2026,31,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,PeaceHealth,Various locations in Washington,2/11/2026,4/12/2026,94,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,Eddie Bauer LLC,Seattle,2/9/2026,4/15/2026,60,Closure,,,,,,,,,,,,,,,,,,,Permanent
Washington,Congdon Packing Company,Yakima,2/9/2026,4/15/2026,102,Layoff,,,,,,,,,,,,,,,,,,,Permanent
Washington,"GMRI, Inc. dba Bahama Breeze",Tukwila,2/3/2026,4/5/2026,93,Closure,,,,,,,,,,,,,,,,,,,Permanent
